symbol,band,minutes,n,mean,median,positive_rate,q05,model
DOGEUSDT,2-3,240,1465,0.0006180772766609125,0.00011242270938716104,0.5044368600682594,-0.021756600346602317,B2
DOGEUSDT,2-3,1440,1465,0.005729998344798746,0.0026201753501964298,0.5406143344709897,-0.03824307899305179,B2
DOGEUSDT,3-4,5,469,2.531482291596498e-06,-0.0002001000500249095,0.43710021321961623,-0.005303371664665058,B2
DOGEUSDT,3-4,15,469,0.00015233402239841907,-0.0004658746797112645,0.4626865671641791,-0.008179823907524496,B2
DOGEUSDT,3-4,30,469,-5.1084568088151845e-05,0.0,0.488272921108742,-0.01285294487537043,B2
DOGEUSDT,3-4,60,469,0.000873536850942001,0.0005536332179929548,0.509594882729211,-0.01610984804015725,B2
DOGEUSDT,3-4,120,469,0.002097300471531032,-0.0002825656965242951,0.4861407249466951,-0.016677759952932615,B2
DOGEUSDT,3-4,240,469,0.004662880263667572,0.0018648687419309251,0.5970149253731343,-0.020072881281646682,B2
DOGEUSDT,3-4,1440,469,0.01742516320468064,0.008023178069979986,0.6162046908315565,-0.029638013338944846,B2
DOGEUSDT,4+,5,407,0.0008189417398033704,0.00041788549937304964,0.5454545454545454,-0.0068546099290780925,B2
DOGEUSDT,4+,15,407,0.0013125587429260038,0.0006711409395974144,0.5356265356265356,-0.010035493685422415,B2
DOGEUSDT,4+,30,407,0.0014912159460943103,0.0002745744096648295,0.5110565110565111,-0.016431554706486783,B2
DOGEUSDT,4+,60,407,0.0014189753047879588,-0.0008342892898112186,0.47665847665847666,-0.026195524847402108,B2
DOGEUSDT,4+,120,407,-0.00017508015854128834,-0.003517658646404964,0.4152334152334152,-0.029556960079127958,B2
DOGEUSDT,4+,240,407,-0.0038490146751432247,-0.002485158083667005,0.42997542997543,-0.04072100775481963,B2
DOGEUSDT,4+,1440,407,0.006250192797133336,0.0036554503702315166,0.547911547911548,-0.04269532401112468,B2
ADAUSDT,1-2,5,8250,-1.210499510732329e-05,0.0,0.4444848484848485,-0.00450243416766889,B2
ADAUSDT,1-2,15,8249,3.0554728162393384e-05,0.0,0.45726754758152505,-0.00640862091084029,B2
ADAUSDT,1-2,30,8247,0.000183374950863579,0.0,0.47350551715775435,-0.00850383195080876,B2
ADAUSDT,1-2,60,8247,0.0002851525617731455,0.0,0.48150842730689947,-0.012048192771084454,B2
ADAUSDT,1-2,120,8238,0.0005709437396028354,0.0,0.48130614226754065,-0.016525190354090755,B2
ADAUSDT,1-2,240,8235,0.0004695434095039028,-0.00040322580645157924,0.4802671523982999,-0.021419681472559772,B2
ADAUSDT,1-2,1440,8199,0.0020870805292169327,-0.002037489812550919,0.46249542627149653,-0.0507043327444653,B2
ADAUSDT,2-3,5,1595,0.00016056782581044796,0.0,0.4407523510971787,-0.005895633193908944,B2
ADAUSDT,2-3,15,1595,0.00022729359845520287,0.0,0.4695924764890282,-0.008069703715131549,B2
ADAUSDT,2-3,30,1595,0.00014494701361104727,0.0,0.4608150470219436,-0.010669057785368651,B2
ADAUSDT,2-3,60,1595,6.615819221500159e-05,-0.0007886435331229125,0.4432601880877743,-0.014207895262563709,B2
ADAUSDT,2-3,120,1595,0.0005015527606464069,-0.0004071661237785573,0.47398119122257054,-0.020983010870157248,B2
ADAUSDT,2-3,240,1594,0.00041029548544258026,0.0,0.49247176913425345,-0.028312358186122925,B2
ADAUSDT,2-3,1440,1588,0.00350745792564175,0.0036714488181697202,0.5346347607052897,-0.10784686271109982,B2
ADAUSDT,3-4,5,479,0.00040923553088912057,0.0,0.48851774530271397,-0.006751832064457041,B2
ADAUSDT,3-4,15,479,-1.4269434605612986e-05,0.0,0.48851774530271397,-0.010897661914101187,B2
ADAUSDT,3-4,30,479,-0.0003081855960590254,-0.0006016847172081174,0.4572025052192067,-0.013312499742909911,B2
ADAUSDT,3-4,60,479,0.00015998487449850717,-0.0011783189316573184,0.4509394572025052,-0.01719846583571948,B2
ADAUSDT,3-4,120,479,-0.0006090336985381524,-0.0013149243918475495,0.42588726513569936,-0.021166208443367182,B2
ADAUSDT,3-4,240,479,-0.0032014922874331313,-0.0027700831024930483,0.3924843423799583,-0.03329328840106597,B2
ADAUSDT,3-4,1440,476,-0.008901932431600668,0.0,0.4957983193277311,-0.12458240998503486,B2
ADAUSDT,4+,5,442,-0.00010443625976940469,-0.0005846309670691219,0.4411764705882353,-0.010581482328436332,B2
ADAUSDT,4+,15,442,9.572017471359628e-06,-0.0005393475014934257,0.45475113122171945,-0.014832084462342254,B2
ADAUSDT,4+,30,442,6.737955209767742e-05,-0.0010980986108767854,0.43891402714932126,-0.020336458112984346,B2
ADAUSDT,4+,60,442,-0.0004327981952580847,-0.0005473453749315071,0.4638009049773756,-0.02997971360381853,B2
ADAUSDT,4+,120,442,-0.0036996895427465863,-0.0023189727537498706,0.4457013574660634,-0.045616963953920585,B2
ADAUSDT,4+,240,442,-0.008582662153553924,-0.0072194866589856965,0.36199095022624433,-0.0486068987098017,B2
ADAUSDT,4+,1440,442,-0.014160129089863393,-0.015053612813710204,0.3936651583710407,-0.12377999944929007,B2
TRXUSDT,1-2,5,8994,-6.579203030697877e-06,0.0,0.4955525906159662,-0.001253988425109853,B2
TRXUSDT,1-2,15,8992,-2.5273031868005624e-05,0.0,0.4965524911032028,-0.0018117528423128582,B2
TRXUSDT,1-2,30,8989,-4.183731922107871e-05,0.0,0.4987206585827122,-0.002402845473007198,B2
TRXUSDT,1-2,60,8986,-6.670353372699106e-05,-2.8608630600557294e-05,0.49031827286890717,-0.003459410082492287,B2
TRXUSDT,1-2,120,8980,-7.956678745392465e-05,0.0,0.4973273942093541,-0.005022020997081744,B2
TRXUSDT,1-2,240,8978,-0.00013260425340259294,6.050070129659524e-05,0.5054577856983739,-0.007070356802220151,B2
TRXUSDT,1-2,1440,8961,0.00019433584884710167,0.0011694826578032558,0.5595357660975337,-0.01960904655230611,B2
TRXUSDT,2-3,5,1830,2.0182914024199597e-05,3.011413267162144e-05,0.512568306010929,-0.0012243436819704468,B2
TRXUSDT,2-3,15,1830,4.472555898766792e-05,3.0422425941978304e-05,0.5136612021857924,-0.0017500156545607825,B2
TRXUSDT,2-3,30,1830,5.8936061703207715e-05,6.008983659400169e-05,0.5169398907103825,-0.0025163920827883436,B2
TRXUSDT,2-3,60,1827,9.109600011927754e-05,0.0001217396597377185,0.5265462506841817,-0.0035431384404397857,B2
TRXUSDT,2-3,120,1827,0.0001560084733099287,6.137605106504296e-05,0.5084838533114395,-0.0049169913081252735,B2
TRXUSDT,2-3,240,1827,0.0004467028553893955,0.0004836466960884689,0.5539135194307608,-0.006285433182165112,B2
